epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
45,0.080019,0.078622,0.002503,0.000331,0.7607,0.7881,0.6318,0.1875,0.2560,1.3333
46,0.077527,0.076191,0.002355,0.000318,0.7009,0.6949,0.6315,0.1875,0.2562,1.3182
47,0.076537,0.075168,0.002494,0.000290,0.7692,0.7797,0.6317,0.1875,0.2561,1.3030
48,0.073886,0.072595,0.002281,0.000372,0.7350,0.7712,0.6315,0.1875,0.2562,1.2879
49,0.076150,0.074717,0.002650,0.000372,0.7607,0.6949,0.6317,0.1875,0.2561,1.2727
50,0.070780,0.069237,0.002950,0.000502,0.7607,0.7712,0.6317,0.1875,0.2561,1.2576
51,0.075828,0.074401,0.002648,0.000361,0.7436,0.7627,0.6317,0.1875,0.2561,1.2424
52,0.065711,0.064265,0.002684,0.000427,0.7009,0.7627,0.6313,0.1875,0.2562,1.2273
53,0.068764,0.067362,0.002531,0.000476,0.7094,0.7203,0.6318,0.1875,0.2561,1.2121
54,0.064155,0.062777,0.002512,0.000339,0.6752,0.7458,0.6312,0.1875,0.2565,1.1970
55,0.067565,0.066188,0.002502,0.000389,0.7265,0.7119,0.6314,0.1875,0.2562,1.1818
56,0.063579,0.062143,0.002583,0.000448,0.7350,0.7797,0.6317,0.1875,0.2561,1.1667
57,0.068335,0.066892,0.002579,0.000395,0.6239,0.6356,0.6315,0.1875,0.2561,1.1515
58,0.060903,0.059373,0.002820,0.000473,0.7436,0.7712,0.6315,0.1875,0.2561,1.1364
59,0.065579,0.063993,0.003040,0.000601,0.7009,0.6864,0.6315,0.1875,0.2561,1.1212
60,0.059767,0.058220,0.002933,0.000495,0.7350,0.7288,0.6313,0.1875,0.2561,1.1061
61,0.061128,0.059492,0.003188,0.000423,0.7265,0.7542,0.6315,0.1875,0.2562,1.0909
62,0.056037,0.054485,0.002991,0.000453,0.6923,0.7458,0.6313,0.1875,0.2563,1.0758
63,0.058246,0.056713,0.002889,0.000381,0.6752,0.7458,0.6314,0.1875,0.2563,1.0606
64,0.059434,0.057728,0.003302,0.000533,0.7009,0.7627,0.6314,0.1875,0.2562,1.0455
65,0.053096,0.051528,0.002949,0.000397,0.7607,0.7797,0.6313,0.1875,0.2563,1.0303
66,0.058095,0.056415,0.003227,0.000589,0.7436,0.7119,0.6313,0.1875,0.2563,1.0152
67,0.049664,0.048039,0.003165,0.000554,0.7179,0.6780,0.6316,0.1875,0.2561,1.0000
68,0.057076,0.055585,0.002810,0.000340,0.7094,0.7458,0.6312,0.1875,0.2564,0.9848
69,0.049798,0.048083,0.003365,0.000500,0.6752,0.6525,0.6316,0.1875,0.2562,0.9697
70,0.049130,0.047556,0.003015,0.000353,0.6667,0.6780,0.6313,0.1875,0.2564,0.9545
71,0.057714,0.056085,0.003130,0.000461,0.6752,0.7119,0.6315,0.1875,0.2562,0.9394
72,0.051965,0.050335,0.003239,0.000451,0.7009,0.6780,0.6309,0.1875,0.2567,0.9242
73,0.051152,0.049418,0.003486,0.000561,0.7094,0.6441,0.6315,0.1875,0.2562,0.9091
74,0.045985,0.044254,0.003463,0.000459,0.7179,0.6610,0.6314,0.1875,0.2563,0.8939
75,0.050709,0.049049,0.003223,0.000449,0.7179,0.7203,0.6314,0.1875,0.2562,0.8788
76,0.050555,0.048841,0.003402,0.000440,0.7350,0.7712,0.6315,0.1875,0.2561,0.8636
77,0.047056,0.045293,0.003590,0.000511,0.6752,0.7288,0.6313,0.1875,0.2563,0.8485
78,0.057710,0.056101,0.003027,0.000462,0.7521,0.7373,0.6316,0.1875,0.2561,0.8333
79,0.046690,0.044852,0.003662,0.000763,0.7436,0.7458,0.6311,0.1875,0.2564,0.8182
80,0.049356,0.047611,0.003447,0.000513,0.7265,0.7203,0.6315,0.1875,0.2561,0.8030
81,0.039093,0.037466,0.003099,0.000491,0.7009,0.7881,0.6315,0.1875,0.2562,0.7879
82,0.046306,0.044653,0.003122,0.000431,0.6838,0.6525,0.6315,0.1875,0.2562,0.7727
83,0.039513,0.037758,0.003392,0.000652,0.6667,0.7119,0.6315,0.1875,0.2562,0.7576
84,0.044435,0.042655,0.003405,0.000434,0.6667,0.5932,0.6314,0.1875,0.2562,0.7424
85,0.039059,0.037161,0.003726,0.000633,0.7179,0.7034,0.6312,0.1875,0.2564,0.7273
86,0.040187,0.038369,0.003595,0.000545,0.7179,0.7542,0.6315,0.1875,0.2562,0.7121
87,0.042807,0.040981,0.003558,0.000504,0.7521,0.7542,0.6314,0.1875,0.2563,0.6970
88,0.037482,0.035679,0.003568,0.000503,0.7521,0.7373,0.6314,0.1875,0.2562,0.6818
89,0.043995,0.042079,0.003750,0.000502,0.7265,0.6780,0.6311,0.1875,0.2567,0.6667
90,0.038338,0.036541,0.003435,0.000354,0.7094,0.7458,0.6311,0.1875,0.2566,0.6515
91,0.036680,0.034903,0.003419,0.000540,0.7179,0.6864,0.6305,0.1875,0.2568,0.6364
92,0.045942,0.044175,0.003402,0.000519,0.6239,0.6864,0.6304,0.1875,0.2569,0.6212
93,0.048085,0.046172,0.003711,0.000681,0.7009,0.7119,0.6313,0.1875,0.2564,0.6061
94,0.039047,0.037087,0.003933,0.000679,0.7094,0.6525,0.6301,0.1875,0.2571,0.5909
95,0.039684,0.037652,0.004045,0.000589,0.7094,0.7034,0.6302,0.1875,0.2571,0.5758
96,0.033599,0.031655,0.003873,0.000463,0.6923,0.6780,0.6310,0.1875,0.2566,0.5606
97,0.041791,0.039883,0.003710,0.000623,0.7521,0.7288,0.6306,0.1875,0.2567,0.5455
98,0.043481,0.041592,0.003729,0.000538,0.7265,0.6780,0.6310,0.1875,0.2566,0.5303
99,0.032865,0.030844,0.004075,0.000612,0.6752,0.7034,0.6309,0.1875,0.2567,0.5152
100,0.032014,0.030149,0.003720,0.000496,0.6923,0.7542,0.6311,0.1875,0.2565,0.5000
