epoch,loss,task_loss,compute_loss,head_entropy,val_acc,test_acc,avg_token_ratio,avg_head_gate,flop_reduction,tau
30,0.092176,0.091516,0.000484,0.000179,0.7265,0.7288,0.6331,0.1875,0.7571,1.5606
31,0.092580,0.091875,0.000632,0.000225,0.7607,0.8051,0.6331,0.1875,0.7571,1.5455
32,0.090781,0.090070,0.000673,0.000185,0.8034,0.8136,0.6331,0.1875,0.7571,1.5303
33,0.090405,0.089661,0.000738,0.000232,0.7692,0.7712,0.6330,0.1875,0.7572,1.5152
34,0.097673,0.096955,0.000730,0.000219,0.7607,0.8136,0.6330,0.1875,0.7572,1.5000
35,0.088873,0.088115,0.000866,0.000271,0.7692,0.8390,0.6331,0.1875,0.7572,1.4848
36,0.087462,0.086826,0.000489,0.000207,0.7094,0.7458,0.6331,0.1875,0.7571,1.4697
37,0.088648,0.087959,0.000633,0.000164,0.7607,0.8136,0.6332,0.1875,0.7571,1.4545
38,0.083864,0.083124,0.000783,0.000201,0.7179,0.7288,0.6331,0.1875,0.7572,1.4394
39,0.085106,0.084321,0.000897,0.000251,0.7607,0.8220,0.6330,0.1875,0.7571,1.4242
40,0.086861,0.086144,0.000751,0.000171,0.7692,0.8220,0.6331,0.1875,0.7571,1.4091
41,0.085162,0.084295,0.001147,0.000252,0.7350,0.7797,0.6330,0.1875,0.7571,1.3939
42,0.080947,0.080104,0.001111,0.000244,0.7436,0.8136,0.6331,0.1875,0.7571,1.3788
43,0.076753,0.075969,0.000939,0.000226,0.7692,0.8051,0.6330,0.1875,0.7572,1.3636
44,0.086454,0.085546,0.001244,0.000368,0.7350,0.7966,0.6332,0.1875,0.7571,1.3485
45,0.081385,0.080555,0.001043,0.000314,0.7692,0.8390,0.6330,0.1875,0.7571,1.3333
46,0.077570,0.076777,0.000990,0.000251,0.7179,0.7881,0.6330,0.1875,0.7571,1.3182
47,0.075241,0.074346,0.001245,0.000317,0.7692,0.8051,0.6331,0.1875,0.7571,1.3030
48,0.080137,0.079270,0.001205,0.000308,0.7179,0.8051,0.6331,0.1875,0.7571,1.2879
49,0.080005,0.079236,0.000950,0.000286,0.7692,0.8305,0.6331,0.1875,0.7571,1.2727
50,0.069806,0.068980,0.001114,0.000250,0.7436,0.8305,0.6331,0.1875,0.7571,1.2576
51,0.068686,0.067791,0.001356,0.000403,0.7607,0.8136,0.6331,0.1875,0.7571,1.2424
52,0.073069,0.072288,0.001016,0.000303,0.6325,0.6441,0.6331,0.1875,0.7571,1.2273
53,0.069193,0.068350,0.001149,0.000340,0.7521,0.8051,0.6329,0.1875,0.7572,1.2121
54,0.067864,0.066910,0.001472,0.000353,0.7350,0.8220,0.6329,0.1875,0.7572,1.1970
55,0.066113,0.065134,0.001578,0.000331,0.7692,0.8220,0.6330,0.1875,0.7571,1.1818
56,0.065368,0.064530,0.001131,0.000283,0.7521,0.7797,0.6327,0.1876,0.7572,1.1667
57,0.062701,0.061722,0.001524,0.000393,0.7436,0.8220,0.6331,0.1875,0.7571,1.1515
58,0.061650,0.060786,0.001267,0.000344,0.7692,0.7966,0.6330,0.1875,0.7571,1.1364
59,0.064999,0.064164,0.001150,0.000304,0.7521,0.8051,0.6329,0.1875,0.7572,1.1212
60,0.057765,0.057023,0.000816,0.000315,0.7778,0.8305,0.6330,0.1875,0.7571,1.1061
61,0.061428,0.060644,0.000998,0.000306,0.7521,0.7966,0.6330,0.1875,0.7572,1.0909
62,0.058130,0.057206,0.001382,0.000423,0.7607,0.8136,0.6329,0.1875,0.7572,1.0758
63,0.058957,0.058105,0.001183,0.000361,0.7521,0.8136,0.6328,0.1875,0.7572,1.0606
64,0.057380,0.056479,0.001280,0.000438,0.7778,0.8136,0.6330,0.1875,0.7571,1.0455
65,0.064809,0.063962,0.001196,0.000367,0.7436,0.7458,0.6330,0.1875,0.7571,1.0303
66,0.053815,0.052906,0.001363,0.000455,0.7949,0.8390,0.6327,0.1875,0.7572,1.0152
67,0.057491,0.056636,0.001185,0.000411,0.7350,0.8305,0.6330,0.1875,0.7571,1.0000
68,0.047853,0.047050,0.001065,0.000351,0.7607,0.8220,0.6330,0.1875,0.7572,0.9848
69,0.050130,0.049267,0.001232,0.000372,0.7949,0.8305,0.6328,0.1875,0.7572,0.9697
70,0.052304,0.051441,0.001287,0.000401,0.7436,0.7797,0.6330,0.1875,0.7571,0.9545
71,0.045534,0.044716,0.001123,0.000399,0.7949,0.7797,0.6329,0.1875,0.7571,0.9394
72,0.052414,0.051581,0.001158,0.000426,0.7436,0.8220,0.6325,0.1875,0.7572,0.9242
73,0.049052,0.048256,0.001060,0.000326,0.7436,0.8220,0.6326,0.1875,0.7572,0.9091
74,0.045168,0.044256,0.001347,0.000461,0.7350,0.8051,0.6328,0.1875,0.7572,0.8939
75,0.045021,0.044196,0.001091,0.000402,0.7436,0.8051,0.6329,0.1875,0.7572,0.8788
76,0.052129,0.051283,0.001168,0.000425,0.7692,0.7966,0.6329,0.1875,0.7571,0.8636
77,0.038864,0.037930,0.001400,0.000414,0.7607,0.8390,0.6326,0.1875,0.7572,0.8485
78,0.041576,0.040641,0.001418,0.000480,0.7607,0.7797,0.6324,0.1876,0.7572,0.8333
79,0.046713,0.045797,0.001442,0.000368,0.7350,0.7881,0.6324,0.1875,0.7572,0.8182
80,0.041580,0.040635,0.001474,0.000450,0.7350,0.7712,0.6325,0.1875,0.7572,0.8030
81,0.039703,0.038865,0.001168,0.000383,0.7692,0.8475,0.6329,0.1875,0.7572,0.7879
82,0.039598,0.038703,0.001441,0.000346,0.7179,0.7542,0.6328,0.1875,0.7572,0.7727
83,0.044413,0.043460,0.001544,0.000372,0.7094,0.6949,0.6329,0.1875,0.7572,0.7576
84,0.042150,0.041194,0.001580,0.000400,0.7350,0.8051,0.6327,0.1875,0.7572,0.7424
85,0.038293,0.037367,0.001557,0.000348,0.7436,0.7966,0.6323,0.1875,0.7572,0.7273
86,0.044747,0.043838,0.001415,0.000467,0.7009,0.7542,0.6327,0.1875,0.7572,0.7121
87,0.032831,0.031853,0.001680,0.000528,0.6838,0.7203,0.6326,0.1875,0.7572,0.6970
88,0.042274,0.041318,0.001590,0.000444,0.7009,0.7458,0.6322,0.1876,0.7572,0.6818
89,0.037337,0.036333,0.001749,0.000506,0.7949,0.7373,0.6326,0.1875,0.7572,0.6667
90,0.033841,0.032874,0.001627,0.000464,0.6667,0.8051,0.6326,0.1875,0.7572,0.6515
91,0.037636,0.036712,0.001496,0.000445,0.7692,0.7966,0.6323,0.1876,0.7572,0.6364
92,0.040797,0.039756,0.001909,0.000569,0.7607,0.7881,0.6321,0.1875,0.7572,0.6212
93,0.029510,0.028548,0.001614,0.000405,0.7350,0.7627,0.6324,0.1875,0.7572,0.6061
94,0.041982,0.040969,0.001734,0.000581,0.7521,0.7881,0.6320,0.1875,0.7572,0.5909
95,0.035741,0.034685,0.001915,0.000483,0.7607,0.8051,0.6326,0.1875,0.7572,0.5758
96,0.036647,0.035731,0.001467,0.000461,0.6923,0.8220,0.6328,0.1875,0.7572,0.5606
97,0.031553,0.030613,0.001469,0.000642,0.8120,0.7627,0.6323,0.1875,0.7572,0.5455
98,0.032834,0.031943,0.001354,0.000471,0.7265,0.8051,0.6323,0.1875,0.7572,0.5303
99,0.040472,0.039535,0.001457,0.000556,0.7265,0.7881,0.6321,0.1876,0.7572,0.5152
100,0.041161,0.040251,0.001395,0.000473,0.7009,0.8136,0.6323,0.1875,0.7572,0.5000
